method,combo,cluster_rank,strains_in_cluster,total_strains
Connected components t=0.7* (AA),connected_components_t0.7/aa,3272,3,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3273,3,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3274,3,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3275,3,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3276,3,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3277,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3278,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3279,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3280,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3281,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3282,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3283,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3284,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3285,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3286,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3287,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3288,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3289,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3290,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3291,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3292,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3293,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3294,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3295,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3296,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3297,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3298,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3299,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3300,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3301,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3302,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3303,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3304,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3305,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3306,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3307,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3308,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3309,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3310,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3311,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3312,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3313,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3314,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3315,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3316,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3317,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3318,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3319,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3320,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3321,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3322,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3323,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3324,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3325,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3326,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3327,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3328,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3329,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3330,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3331,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3332,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3333,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3334,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3335,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3336,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3337,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3338,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3339,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3340,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3341,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3342,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3343,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3344,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3345,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3346,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3347,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3348,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3349,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3350,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3351,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3352,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3353,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3354,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3355,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3356,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3357,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3358,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3359,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3360,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3361,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3362,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3363,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3364,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3365,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3366,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3367,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3368,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3369,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3370,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3371,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3372,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3373,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3374,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3375,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3376,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3377,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3378,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3379,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3380,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3381,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3382,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3383,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3384,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3385,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3386,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3387,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3388,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3389,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3390,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3391,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3392,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3393,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3394,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3395,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3396,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3397,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3398,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3399,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3400,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3401,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3402,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3403,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3404,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3405,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3406,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3407,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3408,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3409,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3410,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3411,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3412,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3413,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3414,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3415,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3416,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3417,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3418,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3419,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3420,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3421,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3422,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3423,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3424,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3425,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3426,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3427,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3428,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3429,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3430,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3431,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3432,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3433,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3434,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3435,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3436,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3437,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3438,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3439,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3440,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3441,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3442,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3443,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3444,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3445,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3446,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3447,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3448,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3449,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3450,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3451,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3452,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3453,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3454,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3455,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3456,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3457,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3458,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3459,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3460,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3461,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3462,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3463,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3464,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3465,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3466,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3467,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3468,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3469,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3470,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3471,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3472,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3473,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3474,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3475,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3476,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3477,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3478,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3479,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3480,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3481,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3482,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3483,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3484,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3485,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3486,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3487,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3488,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3489,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3490,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3491,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3492,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3493,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3494,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3495,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3496,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3497,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3498,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3499,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3500,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3501,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3502,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3503,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3504,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3505,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3506,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3507,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3508,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3509,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3510,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3511,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3512,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3513,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3514,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3515,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3516,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3517,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3518,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3519,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3520,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3521,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3522,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3523,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3524,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3525,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3526,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3527,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3528,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3529,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3530,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3531,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3532,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3533,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3534,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3535,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3536,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3537,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3538,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3539,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3540,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3541,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3542,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3543,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3544,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3545,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3546,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3547,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3548,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3549,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3550,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3551,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3552,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3553,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3554,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3555,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3556,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3557,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3558,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3559,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3560,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3561,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3562,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3563,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3564,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3565,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3566,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3567,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3568,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3569,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3570,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3571,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3572,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3573,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3574,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3575,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3576,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3577,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3578,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3579,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3580,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3581,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3582,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3583,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3584,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3585,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3586,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3587,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3588,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3589,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3590,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3591,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3592,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3593,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3594,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3595,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3596,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3597,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3598,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3599,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3600,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3601,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3602,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3603,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3604,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3605,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3606,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3607,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3608,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3609,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3610,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3611,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3612,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3613,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3614,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3615,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3616,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3617,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3618,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3619,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3620,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3621,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3622,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3623,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3624,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3625,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3626,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3627,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3628,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3629,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3630,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3631,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3632,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3633,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3634,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3635,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3636,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3637,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3638,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3639,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3640,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3641,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3642,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3643,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3644,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3645,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3646,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3647,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3648,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3649,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3650,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3651,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3652,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3653,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3654,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3655,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3656,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3657,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3658,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3659,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3660,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3661,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3662,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3663,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3664,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3665,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3666,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3667,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3668,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3669,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3670,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3671,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3672,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3673,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3674,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3675,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3676,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3677,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3678,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3679,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3680,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3681,2,50
Connected components t=0.7* (AA),connected_components_t0.7/aa,3682,2,50
